County,Meridian,Section,Township,Range,Legal Description,Legal Description Short,Surface Acres,Land Class Description,PLSSID,FRSTDIVID,SECDIVID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,STEWARD,TWNSHPLAB,FRSTDIVTYP,FRSTDIVTXT,FRSTDIVNO,FRSTDIVDUP,FRSTDIVLAB,SECDIVTYP,SECDIVTXT,SECDIVNO,SECDIVLAB,QSEC,QQSEC,GOVLOT,RECRDAREATX,RECRDAREANO,GISACRE,REVISEDDATE,GlobalID,OBJECTID,Shape.STArea(),Shape.STLength(),SECDIVNOTE
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L7,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L7,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,7,L 7,NW,NENW,L7,48.79 Acres,48.79,48.80939402,1417737600000,{3457849A-6964-4362-97BF-1AEBFA088EA6},1135976,406503.092983485,2563.759372766922,C
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L7,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L7,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,7,L 7,NW,SENW,L7,48.79 Acres,48.79,48.80939402,1417737600000,{162B95E7-136A-4356-9DAB-AEDECA2C6F00},1136092,406503.092983485,2563.759372766922,C
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L3,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L3,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,3,L 3,NW,NENW,L3,32 Acres,32.0,32.1228282,1417737600000,{011CFDC3-E3F8-4ACC-A27A-0E913AEC6F20},1135968,267563.501534255,2080.9842813951436,
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L6,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L6,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,6,L 6,NE,SWNE,L6,48.53 Acres,48.53,48.43596834,1417737600000,{D0798BA1-E136-434A-887E-561C793125FC},1136093,403391.923199655,2553.717550684801,C
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L6,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L6,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,6,L 6,NE,NWNE,L6,48.53 Acres,48.53,48.43596834,1417737600000,{ADD8761E-BBA6-4470-A067-8DF7B441A9A1},1135977,403391.923199655,2553.717550684801,C
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",NESW,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200ANESW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.08204771,1417737600000,{F1D7EAD3-18D0-4F8B-91D8-51B388F38FB9},1135983,333769.4470829,2310.9361709083455,
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",SWSE,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200ASWSE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.07212693,1417737600000,{DBB44372-E4F7-41D3-BDFA-9DAF2D3B3BD4},1135996,333642.77952297,2310.5117399390215,
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L6,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L6,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,6,L 6,NE,SWNE,L6,48.53 Acres,48.53,48.43596834,1417737600000,{D0798BA1-E136-434A-887E-561C793125FC},1136093,403391.923199655,2553.717550684801,C
Marshall,5,20,127N,55W,"Lots 5,6,7,8, S2, T; LOTS 1,2,3,4,RC;",L6,88.27,"DOC, JUVENILE PROGRAMS",SD051270N0550W0,SD051270N0550W0SN200,SD051270N0550W0SN200L6,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,20,0,20,L,Government Lot,6,L 6,NE,NWNE,L6,48.53 Acres,48.53,48.43596834,1417737600000,{ADD8761E-BBA6-4470-A067-8DF7B441A9A1},1135977,403391.923199655,2553.717550684801,C
Fall River,7,33,008S,07E,"NW4, SE4",NENW,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ANENW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,40.10566895,1318550400000,{E1FD14E4-1BDA-4BAA-A611-277792B03584},588282,306049.10666387,2212.8721749501756,
Fall River,7,33,008S,07E,"NW4, SE4",SENW,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ASENW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,40.10552521,1318550400000,{5B5E1097-EA15-455C-B568-6BEED4BB3641},588307,306011.67655668,2212.736974953471,
Fall River,7,33,008S,07E,"NW4, SE4",NWSE,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ANWSE,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.10348894,1318550400000,{131293F8-3269-4E7E-BE27-F92ECD2BC13A},588332,305961.90200589,2212.5565788654676,
Fall River,7,33,008S,07E,"NW4, SE4",SWSE,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ASWSE,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.10081697,1318550400000,{93973A12-1C4E-465F-B638-C22DAAD1FD39},588356,305904.9291768,2212.3512834069716,
Fall River,7,33,008S,07E,"NW4, SE4",NESE,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ANESE,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.09897857,1318550400000,{2890C122-8C27-4A10-A7F7-8804BFC90594},588333,305929.580504295,2212.4394986986263,
Fall River,7,33,008S,07E,"NW4, SE4",SESE,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ASESE,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.09581379,1318550400000,{5E826FDB-CBC9-492D-B146-3BE4F00E60EC},588357,305868.86566272,2212.2329928927297,
Fall River,7,33,008S,07E,"NW4, SE4",NWNW,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ANWNW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,40.1128201,1318550400000,{8DE387DB-C1E5-4CD3-9659-E78FE7DD16A2},588279,306101.634823285,2213.0624148811653,
Fall River,7,33,008S,07E,"NW4, SE4",SWNW,160.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN330,SD070080S0070E0SN330ASWNW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,33,0,33,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.11261308,1318550400000,{30B6D085-142C-4949-AD2F-2BBAF7CC61C1},588304,306063.69840783,2212.9253831451124,
Meade,7,21,004N,14E,All,NWNW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANWNW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,39.90278168,1318550400000,{88759909-D6E2-4E68-8901-2ABA077F7A34},507414,314948.12871699,2244.8206962435247,
Meade,7,21,004N,14E,All,SWNW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASWNW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,39.91451522,1318550400000,{BCBEBCFC-CBBF-4CE0-82A8-BF2B3602A0DE},507438,315002.13533756,2245.01106682023,
Meade,7,21,004N,14E,All,NWSW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANWSW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.92687245,1318550400000,{4CFFF330-9902-47AF-954A-EBBD5DC24332},507462,315060.97387717,2245.2190229199073,
Meade,7,21,004N,14E,All,SWSW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASWSW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,39.93850294,1318550400000,{BDB8E50B-93D7-4EAA-BF83-8AB0FA6A7C5F},507486,315114.210826175,2245.407302207864,
Meade,7,21,004N,14E,All,NENW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANENW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,39.88597693,1318550400000,{48B18FAD-5C6E-43AA-8F31-068E56DDBEDD},507415,314817.00750805,2244.353379927951,
Meade,7,21,004N,14E,All,SENW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASENW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,39.89760885,1318550400000,{E155E5DB-B15D-40E2-89DE-769769B7B870},507439,314870.315003445,2244.541368054478,
Meade,7,21,004N,14E,All,NESW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANESW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,39.9124118,1318550400000,{CA22EB65-A68F-4F2F-83CF-9D148884837B},507463,314948.48051994,2244.8182939998887,
Meade,7,21,004N,14E,All,SESW,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASESW,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,39.92400563,1318550400000,{57D53B68-B2AD-40C3-A2CA-9B2DA421AA3E},507487,315001.40649013,2245.0053368017843,
Meade,7,21,004N,14E,All,NENE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANENE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,39.85578544,1318550400000,{BD56F715-C004-472F-AB72-E5152C3DD180},507417,314581.80809769,2243.5153722399677,
Meade,7,21,004N,14E,All,SENE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASENE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,39.86752538,1318550400000,{505C11F5-8B32-40FD-A88F-64C1D2D84CE2},507441,314635.95050411,2243.7065182732013,
Meade,7,21,004N,14E,All,NESE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANESE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,39.87976352,1318550400000,{D3F7A47F-9405-4691-B79B-DCF316AFEE50},507465,314694.026223865,2243.9117185150517,
Meade,7,21,004N,14E,All,SESE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASESE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,39.89166217,1318550400000,{FAB6D37A-5867-4869-BE31-F3C995BA2A8B},507489,314749.40378817,2244.1073062761625,
Meade,7,21,004N,14E,All,NWNE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANWNE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,39.87051225,1318550400000,{925AE4A9-1BC9-4F52-9763-4898DBEE265E},507416,314696.48686202,2243.923839165764,
Meade,7,21,004N,14E,All,SWNE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASWNE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,39.88209575,1318550400000,{CA9A6493-6FE9-4A95-B0A0-70364930CB9E},507440,314749.385689395,2244.1104398030975,
Meade,7,21,004N,14E,All,NWSE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ANWSE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,39.89693023,1318550400000,{6561BFA2-F719-44CD-AC28-977EDA780CF8},507464,314827.90822152,2244.388648017306,
Meade,7,21,004N,14E,All,SWSE,160.0,"DOC, JUVENILE PROGRAMS",SD070040N0140E0,SD070040N0140E0SN210,SD070040N0140E0SN210ASWSE,SD,07,Black Hills Meridian,004,0,N,014,0,E,0,BLM Cadastral - MT,4N 14E,SN,Section,21,0,21,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,39.90853658,1318550400000,{7E66AF21-401D-4A71-963A-50BBD2B4520A},507488,314880.97057224,2244.5760935651356,
Meade,7,9,002N,13E,All,NENE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANENE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,40.15103097,1318550400000,{944DC2E4-0779-4064-94B2-3BCD3B74A5DC},451377,315324.727465575,2246.1623283355643,
Meade,7,9,002N,13E,All,SENE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ASENE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,40.13352044,1318550400000,{FB40D870-A6B3-434F-85C9-EBD00DF6F6E6},451401,315148.665978075,2245.5364993764556,
Meade,7,9,002N,13E,All,NESE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANESE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.1164839,1318550400000,{B4CD11FD-B3BC-49CA-94DD-FBE3C7FB242E},451425,314976.422555,2244.9240472912675,
Meade,7,9,002N,13E,All,SESE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090BSESE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,B,Remainder,SESE,SESE,SE,SESE,,40 Acres,40.0,40.09890999,1318550400000,{67F1E22D-0B69-4009-9C4C-2E8E2FFB9417},451449,314799.90532878,2244.2960621330963,A
Meade,7,9,002N,13E,All,NWNW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANWNW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,40.14539441,1318550400000,{3350F3CC-32FB-4651-B8F6-8923194ACEB3},451374,315275.400948495,2245.9939712179835,
Meade,7,9,002N,13E,All,SWNW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ASWNW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.12801775,1318550400000,{0416A822-FFE5-485F-8ECE-4C1A242E1DF5},451398,315100.4181937,2245.371483340405,
Meade,7,9,002N,13E,All,NWSW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANWSW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,40.11093667,1318550400000,{E0F53332-15C0-49B0-B030-8D36215A0A45},451422,314927.78673587,2244.7576172298254,
Meade,7,9,002N,13E,All,SWSW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090BSWSW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,B,Remainder,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,40.09338539,1318550400000,{A38A8635-8666-4037-B820-C5A105AE0C73},451446,314751.5369794,2244.131094359336,A
Meade,7,9,002N,13E,All,NENW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANENW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,40.14609436,1318550400000,{3D492B97-8AC5-4F56-8BE1-94B8703E8A4E},451375,315282.62481015,2246.0169957651533,
Meade,7,9,002N,13E,All,SENW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ASENW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,40.12860831,1318550400000,{ED174F0C-75B3-458F-B7A8-BA91488FE3B9},451399,315106.770195065,2245.3915964450634,
Meade,7,9,002N,13E,All,NESW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANESW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.11387201,1318550400000,{57C04F84-DB1D-46D0-BBDF-C349B75DDC90},451423,314952.540852,2244.8434288074127,
Meade,7,9,002N,13E,All,SESW,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090BSESW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,B,Remainder,SESW,SESW,SW,SESW,,40 Acres,40.0,40.09637916,1318550400000,{A9DAC30A-048F-468A-AD87-01AD622D64B7},451447,314776.73475548,2244.2183191875524,A
Meade,7,9,002N,13E,All,NWNE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANWNE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,40.14796223,1318550400000,{4A5A636C-7255-40AB-99EF-5819D930CA87},451376,315298.93454967,2246.0725046250627,
Meade,7,9,002N,13E,All,SWNE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ASWNE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,40.13042433,1318550400000,{CED0FA7E-7381-435B-9DFC-3AF7C2196CA4},451400,315122.6362909,2245.4457050475944,
Meade,7,9,002N,13E,All,NWSE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090ANWSE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.11595653,1318550400000,{9948435E-69EB-4CEE-A7A2-95912F6B6513},451424,314970.594756255,2244.905342005605,
Meade,7,9,002N,13E,All,SWSE,160.0,"DOC, JUVENILE PROGRAMS",SD070020N0130E0,SD070020N0130E0SN090,SD070020N0130E0SN090BSWSE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,09,0,09,B,Remainder,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.09830364,1318550400000,{68423A2B-A2E7-4D1A-8124-F8FC3A0263A9},451448,314793.51931078,2244.2755588458713,A
Fall River,7,32,008S,07E,"N2, SW4",NWNW,320.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN320,SD070080S0070E0SN320ANWNW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,32,0,32,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,40.12400994,1318550400000,{56197E8A-E9DA-4A7E-BC82-4915CC8ADA89},588275,306178.576646455,2213.3402322206452,
Fall River,7,32,008S,07E,"N2, SW4",SWNW,320.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN320,SD070080S0070E0SN320ASWNW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,32,0,32,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.12061109,1318550400000,{70DA219F-FBCD-473E-881A-BDF7B6BBC395},588299,306116.288556305,2213.115329312335,
Fall River,7,32,008S,07E,"N2, SW4",NWSW,320.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN320,SD070080S0070E0SN320ANWSW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,32,0,32,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,40.11666448,1318550400000,{53965D48-9617-4DA5-B6AE-018F17B01109},588323,306049.83558238,2212.8753325747057,
Fall River,7,32,008S,07E,"N2, SW4",SWSW,320.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN320,SD070080S0070E0SN320ASWSW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,32,0,32,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,40.11305535,1318550400000,{51C6F314-B679-4029-9D24-A1EFB2E1FD5A},588350,305985.718039245,2212.646934013044,
Fall River,7,32,008S,07E,"N2, SW4",NENW,320.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN320,SD070080S0070E0SN320ANENW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,32,0,32,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,40.1238498,1318550400000,{2191990D-44A5-4B4D-89BA-D25B169ADB5C},588276,306179.47492415,2213.343602993063,
Fall River,7,32,008S,07E,"N2, SW4",SENW,320.0,"DOC, JUVENILE PROGRAMS",SD070080S0070E0,SD070080S0070E0SN320,SD070080S0070E0SN320ASENW,SD,07,Black Hills Meridian,008,0,S,007,0,E,0,BLM Cadastral - MT,8S 7E,SN,Section,32,0,32,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,40.12022019,1318550400000,{8329E4CE-E7FD-4DB8-8F5D-A4D13ABCF7C2},588300,306115.42215061,2213.1123079923896,
